PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ROWAN SCORE,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
Kiradech Aphibarnrat,73.33,220,3,2018,70.0,560,8,19.0,0.479,4.79,10.0,19.0,0.202,2.017,10.0,19.0,-0.196,0.202,-0.265,-0.133,10.0,72.33,217.0,3.0,19.0,-0.133,-1.325,10.0,19.0,-0.265,-2.652,10.0,2.0,0.0,0.0,0.0,0.0,30.0,-13.0,22.0,11.120000000000005
Jimmy Walker,73.33,440,6,2018,71.4,1428,20,29.0,0.206,4.947,24.0,29.0,-0.635,-15.243,24.0,29.0,-0.445,-0.635,0.137,0.053,24.0,72.0,360.0,5.0,29.0,0.053,1.282,24.0,29.0,0.137,3.287,24.0,1.0,0.0,0.0,0.0,23149768.0,97.0,-14.0,33.0,-4.599999999999994
Corey Conners,67.71,474,7,2019,71.04,1989,28,38.0,-0.46,-12.412,27.0,90.0,0.653,45.081,69.0,38.0,1.664,0.624,0.977,0.063,27.0,67.2,336.0,5.0,38.0,0.063,1.711,27.0,38.0,0.977,26.368,27.0,3.0,1.0,1.0,1.0,2967965.0,84.0,-12.0,-70.0,39.09
Xander Schauffele,67.88,543,8,2019,70.61,1271,18,37.0,0.611,12.832,21.0,77.0,0.456,24.184,53.0,37.0,1.343,0.487,0.725,0.131,21.0,67.38,539.0,8.0,37.0,0.131,2.751,21.0,37.0,0.725,15.221,21.0,3.0,2.0,0.0,0.0,11972385.0,10.0,-41.0,-7.0,-6.639999999999986
Patrick Cantlay,68.33,410,6,2019,69.24,1177,17,31.0,0.142,2.976,21.0,77.0,0.475,27.052,57.0,31.0,1.42,0.503,0.62,0.297,21.0,69.5,417.0,6.0,31.0,0.297,6.236,21.0,31.0,0.62,13.025,21.0,4.0,0.0,1.0,0.0,8052720.0,21.0,-45.0,1.0,-2.25
Louis Oosthuizen,68.6,343,5,2019,70.93,993,14,29.0,-0.108,-1.73,16.0,71.0,0.13,6.251,48.0,29.0,0.614,0.232,-0.244,0.626,16.0,70.0,350.0,5.0,29.0,0.626,10.009,16.0,29.0,-0.244,-3.903,16.0,3.0,0.0,1.0,0.0,18783847.0,19.0,-21.0,-11.0,9.349999999999994
Marc Leishman,68.63,549,8,2019,70.11,1262,18,38.0,0.248,6.198,25.0,76.0,-0.077,-4.361,57.0,38.0,0.792,0.133,0.661,-0.001,25.0,68.5,548.0,8.0,38.0,-0.001,-0.029,25.0,38.0,0.661,16.525,25.0,5.0,1.0,0.0,1.0,25734995.0,20.0,-11.0,5.0,0.789999999999992
Paul Casey,68.75,550,8,2019,69.86,1467,21,40.0,-0.411,-9.041,22.0,79.0,0.614,33.761,55.0,40.0,1.369,0.624,0.4,0.345,22.0,70.0,560.0,8.0,40.0,0.345,7.596,22.0,40.0,0.4,8.798,22.0,4.0,1.0,1.0,1.0,28823604.0,11.0,0.0,8.0,1.6100000000000136
Webb Simpson,68.86,482,7,2019,70.31,1125,16,33.0,0.125,3.619,29.0,81.0,-0.007,-0.517,69.0,33.0,0.997,-0.13,0.658,0.47,29.0,67.71,474.0,7.0,33.0,0.47,13.619,29.0,33.0,0.658,19.075,29.0,2.0,0.0,0.0,1.0,31772455.0,23.0,-39.0,-4.0,-5.8799999999999955
Emiliano Grillo,68.9,689,10,2019,70.41,1549,22,45.0,-0.838,-20.959,25.0,85.0,0.47,25.847,55.0,45.0,0.94,0.462,0.801,-0.322,25.0,70.4,704.0,10.0,45.0,-0.322,-8.057,25.0,45.0,0.801,20.016,25.0,1.0,0.0,1.0,0.0,8959673.0,59.0,-5.0,-2.0,-1.6899999999999977
Si Woo Kim,68.9,689,10,2019,69.57,1948,28,49.0,0.503,14.601,29.0,87.0,0.066,3.921,59.0,49.0,0.635,-0.083,0.193,0.525,29.0,68.7,687.0,10.0,49.0,0.525,15.218,29.0,49.0,0.193,5.598,29.0,4.0,0.0,0.0,1.0,9766077.0,55.0,-23.0,-56.0,6.959999999999994
Bryson DeChambeau,69.0,483,7,2019,69.64,975,14,31.0,0.408,11.424,28.0,75.0,0.421,27.76,66.0,31.0,0.928,0.707,0.202,0.019,28.0,69.14,484.0,7.0,31.0,0.019,0.538,28.0,31.0,0.202,5.645,28.0,3.0,1.0,0.0,0.0,12428593.0,6.0,-19.0,-21.0,-7.800000000000011
Jon Rahm,69.0,621,9,2019,69.26,1316,19,39.0,0.272,7.886,29.0,75.0,0.692,36.684,53.0,39.0,1.282,1.0,0.263,0.019,29.0,70.22,632.0,9.0,39.0,0.019,0.545,29.0,39.0,0.263,7.637,29.0,6.0,0.0,0.0,0.0,12833798.0,8.0,-31.0,-8.0,-8.069999999999993
Rickie Fowler,69.11,622,9,2019,69.0,1242,18,36.0,0.779,24.139,31.0,76.0,0.247,15.541,63.0,36.0,0.528,0.234,0.276,0.019,31.0,70.22,632.0,9.0,36.0,0.019,0.587,31.0,36.0,0.276,8.554,31.0,3.0,1.0,1.0,0.0,36550125.0,9.0,-33.0,24.0,-6.399999999999977
Justin Thomas,69.11,622,9,2019,68.72,1237,18,39.0,0.138,3.858,28.0,75.0,0.479,26.831,56.0,39.0,1.936,0.415,1.022,0.499,28.0,68.11,613.0,9.0,39.0,0.499,13.962,28.0,39.0,1.022,28.617,28.0,5.0,0.0,1.0,2.0,27711448.0,5.0,-30.0,-5.0,-10.870000000000005
Zach Johnson,69.17,415,6,2019,70.05,1331,19,30.0,-0.033,-0.828,25.0,64.0,0.053,2.822,53.0,30.0,0.589,-0.25,0.494,0.345,25.0,70.33,422.0,6.0,30.0,0.345,8.615,25.0,30.0,0.494,12.353,25.0,1.0,0.0,0.0,0.0,44881536.0,87.0,-5.0,6.0,-3.5999999999999943
Charley Hoffman,69.29,485,7,2019,71.85,1868,26,36.0,0.264,5.553,21.0,74.0,0.049,2.321,47.0,36.0,0.35,0.301,0.279,-0.231,21.0,70.4,352.0,5.0,36.0,-0.231,-4.848,21.0,36.0,0.279,5.863,21.0,1.0,0.0,1.0,0.0,27550681.0,66.0,-16.0,-142.0,19.08999999999999
Rory McIlroy,69.29,485,7,2019,68.86,964,14,32.0,0.326,7.488,23.0,72.0,1.195,68.124,57.0,32.0,2.415,1.308,0.753,0.354,23.0,70.43,493.0,7.0,32.0,0.354,8.14,23.0,32.0,0.753,17.322,23.0,7.0,1.0,1.0,0.0,45681482.0,3.0,-26.0,-5.0,0.4000000000000341
Tony Finau,69.33,624,9,2019,69.38,1457,21,41.0,0.218,5.896,27.0,89.0,0.439,28.547,65.0,41.0,0.708,0.477,0.282,-0.051,27.0,70.44,634.0,9.0,41.0,-0.051,-1.365,27.0,41.0,0.282,7.601,27.0,1.0,0.0,1.0,0.0,14140361.0,15.0,-34.0,43.0,-6.389999999999986
Hideki Matsuyama,69.33,624,9,2019,69.94,1259,18,39.0,-0.408,-11.01,27.0,91.0,0.381,27.796,73.0,39.0,2.006,0.467,1.165,0.374,27.0,69.67,627.0,9.0,39.0,0.374,10.097,27.0,39.0,1.165,31.461,27.0,3.0,0.0,0.0,1.0,24044854.0,26.0,-21.0,-7.0,-3.780000000000001
Adam Scott,69.33,416,6,2019,70.29,1195,17,27.0,0.68,10.882,16.0,63.0,0.285,12.557,44.0,27.0,0.741,0.361,0.383,-0.003,16.0,70.0,350.0,5.0,27.0,-0.003,-0.049,16.0,27.0,0.383,6.134,16.0,3.0,0.0,1.0,0.0,50691852.0,29.0,-16.0,0.0,-3.6899999999999977
Gary Woodland,69.36,763,11,2019,69.21,1661,24,48.0,-0.209,-6.684,32.0,87.0,0.472,30.689,65.0,48.0,1.568,0.755,0.561,0.252,32.0,67.8,678.0,10.0,48.0,0.252,8.071,32.0,48.0,0.561,17.944,32.0,6.0,0.0,2.0,0.0,22947262.0,24.0,-17.0,3.0,-0.06999999999999318
Rafa Cabrera Bello,69.38,555,8,2019,71.11,1351,19,37.0,0.346,6.922,20.0,71.0,0.18,8.617,48.0,37.0,0.489,0.492,0.184,-0.188,20.0,69.38,555.0,8.0,37.0,-0.188,-3.761,20.0,37.0,0.184,3.685,20.0,2.0,0.0,0.0,2.0,7062995.0,31.0,-25.0,12.0,-2.8700000000000045
Dustin Johnson,69.43,486,7,2019,69.67,1045,15,31.0,0.706,15.535,22.0,73.0,0.703,39.36,56.0,31.0,1.799,0.602,0.86,0.338,22.0,69.57,487.0,7.0,31.0,0.338,7.428,22.0,31.0,0.86,18.922,22.0,5.0,1.0,0.0,0.0,59287841.0,2.0,-35.0,-3.0,-9.5
Matt Kuchar,69.5,695,10,2019,68.1,1430,21,47.0,-0.122,-4.164,34.0,87.0,0.063,4.19,66.0,47.0,1.417,0.256,0.995,0.167,34.0,70.4,704.0,10.0,47.0,0.167,5.673,34.0,47.0,0.995,33.814,34.0,5.0,2.0,1.0,0.0,48132321.0,16.0,-24.0,-17.0,44.359999999999985
Aaron Wise,69.5,417,6,2019,70.68,1343,19,32.0,-0.168,-3.695,22.0,72.0,0.533,28.799,54.0,32.0,0.132,0.445,-0.387,0.074,22.0,69.2,346.0,5.0,32.0,0.074,1.627,22.0,32.0,-0.387,-8.507,22.0,1.0,0.0,0.0,0.0,4302759.0,67.0,-39.0,-1.0,-1.1700000000000017
Charles Howell III,69.55,765,11,2019,69.04,1726,25,49.0,0.68,21.752,32.0,94.0,0.262,19.126,73.0,49.0,0.928,0.427,0.114,0.388,32.0,68.36,752.0,11.0,49.0,0.388,12.403,32.0,49.0,0.114,3.66,32.0,4.0,1.0,0.0,0.0,38177669.0,46.0,-27.0,15.0,0.15000000000000568
Cameron Smith,69.56,626,9,2019,69.95,1399,20,41.0,0.645,16.123,25.0,79.0,-0.123,-6.539,53.0,41.0,0.484,-0.393,0.491,0.385,25.0,70.44,634.0,9.0,41.0,0.385,9.636,25.0,41.0,0.491,12.284,25.0,3.0,0.0,0.0,0.0,8331981.0,28.0,-16.0,8.0,-5.5
Jason Day,69.67,418,6,2019,70.0,1050,15,29.0,0.868,13.022,15.0,69.0,0.535,25.143,47.0,29.0,0.763,0.758,-0.029,0.035,15.0,69.0,414.0,6.0,29.0,0.035,0.526,15.0,29.0,-0.029,-0.442,15.0,4.0,0.0,0.0,0.0,44786647.0,14.0,-37.0,-19.0,-7.909999999999997
Kevin Kisner,69.67,627,9,2019,69.55,1530,22,45.0,0.429,13.314,31.0,97.0,0.149,10.605,71.0,45.0,0.444,0.396,0.418,-0.37,31.0,70.67,636.0,9.0,45.0,-0.37,-11.457,31.0,45.0,0.418,12.962,31.0,2.0,1.0,0.0,0.0,18711917.0,25.0,-20.0,-8.0,70.41
Bubba Watson,69.71,488,7,2019,70.5,1128,16,33.0,-0.299,-8.958,30.0,65.0,0.743,37.171,50.0,33.0,1.088,0.949,0.111,0.028,30.0,70.86,496.0,7.0,33.0,0.028,0.851,30.0,33.0,0.111,3.321,30.0,2.0,0.0,0.0,0.0,43494370.0,17.0,-32.0,-27.0,-4.410000000000025
Kiradech Aphibarnrat,69.8,349,5,2019,71.5,1287,18,31.0,0.44,8.352,19.0,65.0,-0.015,-0.692,45.0,31.0,-0.457,0.238,-0.622,-0.072,19.0,69.8,349.0,5.0,31.0,-0.072,-1.371,19.0,31.0,-0.622,-11.818,19.0,2.0,0.0,0.0,1.0,2701492.0,42.0,-8.0,-9.0,-2.8000000000000114
Tyrrell Hatton,70.0,350,5,2019,71.81,1149,16,30.0,-0.164,-2.948,18.0,62.0,0.176,7.399,42.0,30.0,0.288,0.073,-0.275,0.49,18.0,70.2,351.0,5.0,30.0,0.49,8.82,18.0,30.0,-0.275,-4.957,18.0,1.0,0.0,0.0,0.0,4037093.0,37.0,-5.0,-9.0,2.8300000000000125
Patrick Reed,70.13,561,8,2019,70.21,1334,19,37.0,0.458,12.361,27.0,93.0,0.145,10.557,73.0,37.0,-0.041,-0.056,-0.209,0.223,27.0,72.25,578.0,8.0,37.0,0.223,6.019,27.0,37.0,-0.209,-5.632,27.0,1.0,0.0,0.0,0.0,24506118.0,18.0,-21.0,2.0,-4.890000000000015
J.B. Holmes,70.25,562,8,2019,70.87,1630,23,39.0,-0.11,-2.318,21.0,78.0,0.21,10.097,48.0,39.0,0.603,0.127,0.225,0.252,21.0,69.5,417.0,6.0,39.0,0.252,5.287,21.0,39.0,0.225,4.724,21.0,2.0,1.0,0.0,0.0,24960393.0,45.0,-7.0,75.0,2.8999999999999915
Justin Rose,70.4,352,5,2019,68.18,750,11,24.0,0.448,5.82,13.0,66.0,0.179,8.76,49.0,24.0,1.047,0.248,0.574,0.225,13.0,70.8,354.0,5.0,24.0,0.225,2.922,13.0,24.0,0.574,7.463,13.0,4.0,1.0,0.0,1.0,51559829.0,1.0,0.0,-3.0,-6.060000000000002
Brandt Snedeker,70.42,845,12,2019,70.88,1772,25,50.0,0.723,23.147,32.0,102.0,-0.193,-15.455,80.0,50.0,0.207,-0.329,-0.067,0.602,32.0,70.91,780.0,11.0,50.0,0.602,19.274,32.0,50.0,-0.067,-2.137,32.0,2.0,0.0,1.0,0.0,36307735.0,47.0,0.0,-15.0,0.38999999999998636
Brooks Koepka,70.5,423,6,2019,71.21,997,14,29.0,-0.213,-3.83,18.0,81.0,0.468,27.146,58.0,29.0,0.652,0.246,0.35,0.055,18.0,67.83,407.0,6.0,29.0,0.055,0.993,18.0,29.0,0.35,6.305,18.0,2.0,1.0,1.0,0.0,23326452.0,4.0,-30.0,9.0,-12.46999999999997
Branden Grace,70.57,494,7,2019,71.1,1493,21,38.0,-0.265,-5.032,19.0,76.0,0.024,1.093,45.0,38.0,0.241,0.313,0.036,-0.107,19.0,72.29,506.0,7.0,38.0,-0.107,-2.039,19.0,38.0,0.036,0.691,19.0,2.0,0.0,1.0,0.0,8740692.0,44.0,-5.0,-5.0,4.200000000000017
Matt Fitzpatrick,70.6,353,5,2019,71.64,788,11,22.0,0.297,3.858,13.0,54.0,0.338,12.492,37.0,22.0,0.938,0.438,0.336,0.165,13.0,73.25,293.0,4.0,22.0,0.165,2.14,13.0,22.0,0.336,4.364,13.0,1.0,0.0,1.0,0.0,0.0,35.0,-35.0,-2.0,-5.439999999999998
Phil Mickelson,70.6,353,5,2019,69.61,1253,18,29.0,-0.021,-0.453,22.0,63.0,-0.307,-15.345,50.0,29.0,0.677,0.22,0.304,0.153,22.0,68.8,344.0,5.0,29.0,0.153,3.368,22.0,29.0,0.304,6.695,22.0,2.0,1.0,1.0,0.0,90306104.0,22.0,-16.0,-15.0,-3.1599999999999966
Kevin Tway,70.67,424,6,2019,70.62,1836,26,38.0,-0.198,-5.742,29.0,84.0,-0.099,-6.619,67.0,38.0,0.496,0.059,0.098,0.338,29.0,69.67,418.0,6.0,38.0,0.338,9.814,29.0,38.0,0.098,2.839,29.0,1.0,1.0,0.0,0.0,4501975.0,98.0,-13.0,31.0,-2.3299999999999983
Sergio Garcia,70.8,354,5,2019,69.6,696,10,25.0,0.247,4.941,20.0,53.0,0.35,13.284,38.0,25.0,1.048,0.328,0.97,-0.251,20.0,70.0,350.0,5.0,25.0,-0.251,-5.011,20.0,25.0,0.97,19.4,20.0,3.0,0.0,0.0,0.0,49018830.0,27.0,0.0,6.0,7.469999999999999
Adam Long,71.0,355,5,2019,71.18,1993,28,34.0,-0.457,-12.799,28.0,76.0,-0.036,-2.474,68.0,34.0,0.077,0.022,0.295,-0.241,28.0,69.0,207.0,3.0,34.0,-0.241,-6.741,28.0,34.0,0.295,8.266,28.0,2.0,1.0,0.0,0.0,1307493.0,108.0,0.0,7.0,-0.6400000000000006
Keegan Bradley,71.1,711,10,2019,69.59,1531,22,45.0,-0.824,-27.206,33.0,89.0,0.238,15.976,67.0,45.0,1.191,0.211,1.009,-0.029,33.0,71.0,710.0,10.0,45.0,-0.029,-0.963,33.0,45.0,1.009,33.286,33.0,2.0,0.0,0.0,0.0,23611138.0,34.0,-16.0,-9.0,-3.0900000000000034
Ian Poulter,71.14,498,7,2019,69.21,969,14,31.0,0.007,0.135,20.0,65.0,-0.078,-3.445,44.0,31.0,0.913,0.325,0.06,0.528,20.0,71.14,498.0,7.0,31.0,0.528,10.552,20.0,31.0,0.06,1.199,20.0,2.0,0.0,0.0,1.0,23975362.0,32.0,-23.0,10.0,0.6200000000000045
Danny Willett,71.17,427,6,2019,71.95,1367,19,29.0,-0.5,-10.991,22.0,63.0,0.108,5.421,50.0,29.0,0.397,-0.306,0.716,-0.013,22.0,69.6,348.0,5.0,29.0,-0.013,-0.279,22.0,29.0,0.716,15.747,22.0,0.0,0.0,0.0,0.0,3150936.0,78.0,0.0,4.0,-1.8599999999999994
Keith Mitchell,71.22,641,9,2019,69.8,1745,25,44.0,-0.358,-8.959,25.0,86.0,0.657,40.068,61.0,44.0,1.124,0.672,0.368,0.085,25.0,70.0,560.0,8.0,44.0,0.085,2.123,25.0,44.0,0.368,9.2,25.0,2.0,1.0,0.0,0.0,3762603.0,60.0,-17.0,-9.0,0.39000000000000057
Satoshi Kodaira,71.43,500,7,2019,72.54,1741,24,41.0,-0.319,-9.253,29.0,67.0,-0.311,-15.857,51.0,41.0,-1.158,-0.411,-0.293,-0.455,29.0,71.14,498.0,7.0,41.0,-0.455,-13.194,29.0,41.0,-0.293,-8.494,29.0,0.0,0.0,0.0,0.0,1917317.0,68.0,-9.0,23.0,-1.519999999999996
Kyle Stanley,71.5,429,6,2019,72.0,1728,24,39.0,-0.69,-15.863,23.0,81.0,0.037,2.027,55.0,39.0,-0.442,-0.167,-0.179,-0.096,23.0,69.83,419.0,6.0,39.0,-0.096,-2.211,23.0,39.0,-0.179,-4.116,23.0,0.0,0.0,0.0,0.0,14568126.0,48.0,-23.0,46.0,-3.640000000000015
Kevin Na,71.57,501,7,2019,71.28,1283,18,36.0,-0.379,-7.2,19.0,65.0,-0.282,-12.391,44.0,36.0,0.052,-0.477,0.088,0.441,19.0,71.17,427.0,6.0,36.0,0.441,8.374,19.0,36.0,0.088,1.674,19.0,1.0,0.0,0.0,0.0,28615426.0,54.0,-10.0,13.0,10.989999999999995
Patton Kizzire,71.6,716,10,2019,70.44,1761,25,42.0,0.722,19.5,27.0,76.0,-0.489,-25.933,53.0,42.0,-0.524,-0.47,-0.043,-0.012,27.0,70.25,562.0,8.0,42.0,-0.012,-0.325,27.0,42.0,-0.043,-1.154,27.0,1.0,0.0,0.0,0.0,6805171.0,97.0,-23.0,-19.0,-2.8599999999999994
Billy Horschel,71.64,788,11,2019,70.38,1689,24,49.0,0.51,14.789,29.0,99.0,0.145,10.03,69.0,49.0,-0.322,-0.321,-0.007,0.006,29.0,70.18,772.0,11.0,49.0,0.006,0.18,29.0,49.0,-0.007,-0.208,29.0,1.0,0.0,0.0,0.0,20800790.0,41.0,-9.0,74.0,-1.3500000000000227
Alex Noren,71.75,287,4,2019,71.93,1007,14,25.0,-0.874,-11.363,13.0,63.0,0.083,3.574,43.0,25.0,-0.769,-0.423,-0.518,0.173,13.0,71.25,285.0,4.0,25.0,0.173,2.243,13.0,25.0,-0.518,-6.738,13.0,0.0,0.0,0.0,0.0,4084711.0,30.0,-5.0,3.0,-2.1599999999999966
Tommy Fleetwood,71.83,431,6,2019,68.38,889,13,27.0,0.068,1.216,18.0,71.0,0.545,27.235,50.0,27.0,1.771,0.922,0.445,0.404,18.0,71.67,430.0,6.0,27.0,0.404,7.267,18.0,27.0,0.445,8.008,18.0,3.0,0.0,0.0,1.0,6307979.0,13.0,-14.0,7.0,-9.110000000000014
Andrew Landry,71.86,503,7,2019,70.81,1912,27,40.0,-0.317,-11.088,35.0,80.0,0.185,12.017,65.0,40.0,-0.159,0.354,-0.008,-0.505,35.0,71.14,498.0,7.0,40.0,-0.505,-17.677,35.0,40.0,-0.008,-0.269,35.0,0.0,0.0,0.0,0.0,3229345.0,128.0,-13.0,52.0,-2.8700000000000045
Jimmy Walker,71.89,647,9,2019,71.57,1646,23,39.0,-0.27,-7.563,28.0,74.0,-0.181,-10.29,57.0,39.0,-0.09,-0.302,-0.085,0.297,28.0,70.25,562.0,8.0,39.0,0.297,8.317,28.0,39.0,-0.085,-2.381,28.0,0.0,0.0,0.0,0.0,25110359.0,102.0,-13.0,-45.0,-0.5700000000000003
Jordan Spieth,72.5,435,6,2019,69.32,1317,19,33.0,0.232,5.791,25.0,82.0,-0.452,-29.813,66.0,33.0,-0.581,-0.695,0.02,0.095,25.0,73.5,441.0,6.0,33.0,0.095,2.372,25.0,33.0,0.02,0.495,25.0,0.0,0.0,0.0,0.0,38291922.0,33.0,-26.0,-40.0,-5.259999999999991
Francesco Molinari,72.6,363,5,2019,71.4,714,10,27.0,0.564,9.021,16.0,61.0,0.105,4.425,42.0,27.0,0.145,0.054,-0.084,0.176,16.0,69.8,349.0,5.0,27.0,0.176,2.811,16.0,27.0,-0.084,-1.344,16.0,2.0,1.0,0.0,1.0,14759087.0,7.0,-35.0,6.0,20.769999999999982
Michael Kim,75.0,375,5,2019,72.24,2095,29,37.0,-0.024,-0.602,25.0,61.0,-1.556,-70.02,45.0,37.0,-1.731,-1.719,-0.125,0.113,25.0,73.5,294.0,4.0,37.0,0.113,2.822,25.0,37.0,-0.125,-3.121,25.0,0.0,0.0,0.0,0.0,3167415.0,330.0,0.0,9.0,-0.9499999999999993
Brooks Koepka,66.5,133,2,2020,71.0,284,4,8.0,0.697,5.575,8.0,8.0,0.078,0.627,8.0,8.0,0.921,0.078,0.303,0.539,8.0,69.0,138.0,2.0,8.0,0.539,4.312,8.0,8.0,0.303,2.428,8.0,1.0,0.0,0.0,0.0,31793545.0,12.0,-30.0,0.0,0.0
Rory McIlroy,67.0,201,3,2020,70.83,425,6,12.0,0.462,5.542,12.0,12.0,1.281,15.374,12.0,12.0,1.012,1.281,-0.212,-0.057,12.0,71.67,215.0,3.0,12.0,-0.057,-0.686,12.0,12.0,-0.212,-2.54,12.0,1.0,0.0,0.0,0.0,53618225.0,5.0,-44.0,0.0,0.0
Byeong Hun An,67.5,135,2,2020,72.0,720,10,14.0,-1.588,-22.227,14.0,14.0,0.006,0.088,14.0,14.0,1.294,0.006,0.704,0.583,14.0,69.0,138.0,2.0,14.0,0.583,8.167,14.0,14.0,0.704,9.854,14.0,0.0,0.0,0.0,0.0,9235350.0,67.0,0.0,0.0,0.0
Matthew Wolff,67.5,270,4,2020,70.63,565,8,16.0,0.436,6.983,16.0,16.0,-0.216,-3.452,16.0,16.0,0.417,-0.216,1.056,-0.423,16.0,71.0,284.0,4.0,16.0,-0.423,-6.775,16.0,16.0,1.056,16.903,16.0,2.0,0.0,2.0,0.0,5621916.0,14.0,-2.0,0.0,0.0
Nate Lashley,67.67,203,3,2020,70.1,701,10,16.0,-0.113,-1.358,12.0,16.0,-0.382,-4.589,12.0,16.0,-0.317,-0.382,-0.511,0.577,12.0,71.33,214.0,3.0,16.0,0.577,6.918,12.0,16.0,-0.511,-6.134,12.0,1.0,0.0,0.0,0.0,3604583.0,116.0,0.0,0.0,0.0
Webb Simpson,67.67,203,3,2020,68.5,411,6,12.0,0.754,9.043,12.0,12.0,0.507,6.08,12.0,12.0,1.026,0.507,-0.109,0.628,12.0,70.67,212.0,3.0,12.0,0.628,7.533,12.0,12.0,-0.109,-1.304,12.0,1.0,0.0,0.0,0.0,40936891.0,7.0,-29.0,0.0,0.0
Zach Johnson,68.25,273,4,2020,70.13,561,8,16.0,0.857,13.718,16.0,16.0,-0.185,-2.96,16.0,16.0,0.507,-0.185,0.676,0.016,16.0,70.25,281.0,4.0,16.0,0.016,0.257,16.0,16.0,0.676,10.809,16.0,1.0,0.0,0.0,0.0,46361122.0,125.0,-7.0,0.0,0.0
Paul Casey,68.33,205,3,2020,71.88,575,8,14.0,-0.223,-3.115,14.0,14.0,0.217,3.043,14.0,14.0,0.142,0.217,0.08,-0.156,14.0,72.0,216.0,3.0,14.0,-0.156,-2.177,14.0,14.0,0.08,1.12,14.0,0.0,0.0,0.0,0.0,31961992.0,22.0,-15.0,0.0,0.0
Hideki Matsuyama,68.5,274,4,2020,69.6,696,10,18.0,-0.077,-1.38,18.0,18.0,0.392,7.063,18.0,18.0,1.549,0.392,0.634,0.522,18.0,70.25,281.0,4.0,18.0,0.522,9.404,18.0,18.0,0.634,11.419,18.0,1.0,0.0,1.0,0.0,30472558.0,18.0,-17.0,0.0,0.0
Phil Mickelson,68.5,137,2,2020,73.25,586,8,12.0,-0.37,-4.446,12.0,12.0,-1.218,-14.617,12.0,12.0,-1.461,-1.218,-0.332,0.089,12.0,74.0,148.0,2.0,12.0,0.089,1.066,12.0,12.0,-0.332,-3.987,12.0,0.0,0.0,0.0,0.0,92143142.0,64.0,-12.0,0.0,0.0
Kevin Na,68.67,206,3,2020,70.13,561,8,14.0,-0.162,-2.274,14.0,14.0,0.044,0.614,14.0,14.0,0.1,0.044,-0.307,0.363,14.0,72.67,218.0,3.0,14.0,0.363,5.087,14.0,14.0,-0.307,-4.297,14.0,0.0,0.0,0.0,0.0,33137830.0,38.0,-30.0,0.0,0.0
Brandt Snedeker,68.67,206,3,2020,70.2,702,10,16.0,0.691,11.054,16.0,16.0,-0.384,-6.136,16.0,16.0,-0.379,-0.384,-0.117,0.121,16.0,72.0,216.0,3.0,16.0,0.121,1.938,16.0,16.0,-0.117,-1.87,16.0,0.0,0.0,0.0,0.0,38956515.0,89.0,-8.0,0.0,0.0
Adam Hadwin,68.75,275,4,2020,70.75,566,8,16.0,-0.044,-0.704,16.0,16.0,-0.011,-0.172,16.0,16.0,-0.165,-0.011,-0.643,0.489,16.0,73.75,295.0,4.0,16.0,0.489,7.827,16.0,16.0,-0.643,-10.292,16.0,0.0,0.0,0.0,0.0,11749795.0,72.0,-2.0,0.0,0.0
Lanto Griffin,69.0,276,4,2020,69.7,697,10,18.0,0.521,9.375,18.0,18.0,-0.196,-3.525,18.0,18.0,0.119,-0.196,0.603,-0.289,18.0,73.25,293.0,4.0,18.0,-0.289,-5.195,18.0,18.0,0.603,10.851,18.0,1.0,0.0,0.0,0.0,4100569.0,55.0,0.0,0.0,0.0
